Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
"Animation, Comedy, Family",en,2021-07-07,7.5,Marvel;Cinematic;mightiest;Simpsons,"The Simpsons: The Good, the Bart, and the Loki"
"Action, Thriller, Crime",en,2021-01-15,7.0,desperate;go;crossing;shootout,The Marksman
"Adventure, Family, Drama",fr,2021-12-15,7.3,"Despite;situation,;mountains;""Mystery""",Vicky and Her Mystery
"Animation, Adventure, Comedy, Fantasy",ja,2019-08-30,8.4,"misunderstandings,;generals;decide;Even",KonoSuba: God's Blessing on this Wonderful World! Legend of Crimson
"Drama, Crime",pt,2021-10-22,7.1,teen;seeking;weigh;living,7 Prisoners
Documentary,es,2022-02-23,6.5,"including;March;11,;terrorist",11M
"Science Fiction, Action",ko,2021-04-12,7.6,"human;former;Seobok,;seek,",Seobok: Project Clone
"Animation, Family, Comedy, Fantasy, Adventure",en,2004-05-19,7.2,"Away;along,;godmother;meet",Shrek 2
"Adventure, Fantasy, Family",en,2010-02-01,6.2,"demi-God,;he's;Percy;prone",Percy Jackson & the Olympians: The Lightning Thief
"Romance, Animation, Drama",ja,2016-08-26,8.5,other.;bizarre;around;happen,Your Name.
Comedy,en,2021-12-17,5.9,spend;CEO;do;Chief,Chief Daddy 2: Going for Broke
"Adventure, Action, Science Fiction",en,2016-04-27,7.4,governments;events;Age;amongst,Captain America: Civil War
"Crime, Thriller, Drama",en,2019-10-02,8.2,comedian;Gotham;figure.;chaos,Joker
"Crime, Drama, Thriller, Action",en,2012-12-20,6.6,"offers;unexpected;""Get;violence",Jack Reacher
"Comedy, Drama",it,2022-03-04,6.7,family.;fathers;makes;real-life,The Invisible Thread
"Drama, Action, Thriller",en,2021-08-11,5.9,"soldier,;transpire;corridors;Tunnel.",SAS: Red Notice
"Adventure, Fantasy, Drama",en,2020-09-04,7.0,"Huns,;per;honored;Disguised",Mulan
"Comedy, Romance",en,2022-02-10,6.1,"marriage,;lives;–;Peter",I Want You Back
"Adventure, Fantasy, Action",en,2006-07-06,7.3,Davy;works;ghostly;Jones,Pirates of the Caribbean: Dead Man's Chest
Action,en,2009-09-29,6.5,"Clan,;breaks;deadliest;child,",Ninja Assassin
"Crime, Drama, Comedy",en,2013-12-25,8.0,involving;stockbroker;case;mob,The Wolf of Wall Street
"Animation, Adventure, Fantasy, Family, TV Movie",en,2021-12-30,7.4,Hilda;city;courage;body,Hilda and the Mountain King
"Action, Adventure, Drama",ja,2021-06-04,7.8,carries;fearsome;assassin;beautiful,Rurouni Kenshin: The Beginning
"Action, Adventure, Comedy",ml,2021-12-24,7.2,powers;down;Kerala;unexpected,Minnal Murali
"Animation, Adventure, Fantasy, Action, Family",ja,2019-07-12,6.7,accepting;meet;created;Brock,Pokémon: Mewtwo Strikes Back - Evolution
"Animation, Action, Adventure, Fantasy",ja,2021-07-30,7.0,"come;Solomon,;Magic,;Temple",Fate/Grand Order Final Singularity – Grand Temple of Time: Solomon
"Science Fiction, Action, Adventure, Comedy",en,2014-08-07,5.9,emerge;home.;warriors;turtle,Teenage Mutant Ninja Turtles
"Drama, Romance, Thriller",en,2015-02-11,5.9,headlong;Christian;push;senior,Fifty Shades of Grey
Action,en,2021-11-15,6.6,An;certain;elite;captor,Never Back Down: Revolt
"Animation, Family, Comedy, Fantasy",en,2021-01-15,8.1,reconnect;shows;wish-granting;magic,Wish Dragon
"Animation, Comedy, Family, Adventure",en,2002-03-10,7.3,"nobler;critters;them,;–",Ice Age
"Action, Adventure, Comedy",en,2019-08-01,6.9,smack;actions;Service;traded,Fast & Furious Presents: Hobbs & Shaw
"Animation, Comedy, Family",en,1999-10-30,7.6,toys;Woody;high;heads,Toy Story 2
Action,en,2021-08-18,6.8,wife's;justice;death;bring,Sweet Girl
Thriller,fr,2021-08-18,7.5,working;than;neighborhoods;level,The Stronghold
"Animation, Adventure, Family, Western",en,2021-05-20,7.5,named;moves;small;befriends,Spirit Untamed
"Action, Thriller",en,2021-04-29,7.1,seeking;murder;Navy;wife.,Tom Clancy's Without Remorse
"Adventure, Fantasy",en,2010-10-17,7.8,away;immortality.;destroy;Harry's,Harry Potter and the Deathly Hallows: Part 1
"Animation, Science Fiction, Fantasy, Action",en,2021-10-09,7.8,superheroes;heroes.;team;decides,Injustice
"Horror, Thriller, Comedy",pl,2021-10-27,4.0,survivor;carnage.;bloody;horrible,Nobody Sleeps in the Woods Tonight 2
Action,en,2021-03-06,5.9,seemingly;her.;hitman;befriend,American Badger
"Animation, Action, Science Fiction, Drama",ja,2021-03-08,8.5,"horizon—one;Evangelions,;different;Shinji,",Evangelion: 3.0+1.0 Thrice Upon a Time
"Animation, Family",en,2021-10-08,6.8,Bee;adventure.;Dazzling;doll,LOL Surprise: The Movie
"Animation, Family, Fantasy",en,2009-02-05,7.8,parallel;bricked;trick;lure,Coraline
"Science Fiction, Adventure, Mystery, Action, Thriller, Fantasy, Comedy",fr,2020-11-19,6.2,themselves;investigation;case;While,How I Became a Superhero
"Animation, Comedy, Action, Family, Crime",en,2022-03-17,0.0,caught;countless;most-wanted;Bad,The Bad Guys
"Science Fiction, Action",en,2018-09-28,6.9,"Soon,;Venom,;powerful;accidentally",Venom
"Action, Comedy",fr,2021-07-30,6.8,hiding;secret;service;never,The Last Mercenary
"Animation, Family, Adventure, Comedy",en,2011-06-11,6.0,Prix;caught;Lightning;road,Cars 2
Documentary,en,2022-02-09,7.4,how;profit;alleged;each,Downfall: The Case Against Boeing
"Animation, Comedy, Family, Fantasy",en,2007-06-28,7.8,heart's;winds;resident;so,Ratatouille
Animation,en,2021-12-02,7.2,"home;bringing;Christmas;Star,",Mickey and Minnie Wish Upon a Christmas
"Animation, Science Fiction, Action",ja,1993-03-06,7.2,While;destruction;Saiyan;Saiyan.,Dragon Ball Z: Broly – The Legendary Super Saiyan
"Fantasy, Action, Adventure",en,2022-05-04,0.0,"adversary.;old;traverses;new,",Doctor Strange in the Multiverse of Madness
"Mystery, Crime, Drama, Thriller",en,2022-02-09,6.7,short.;Nile.;Belgian;Poirot,Death on the Nile
"Action, Crime, Horror, Thriller",en,2021-05-14,6.3,outbreak;pull;off;heist,Army of the Dead
"Family, Comedy",en,2021-11-12,5.2,couple;work;Mercer;valuable,Home Sweet Home Alone
"Action, Drama, Horror, Science Fiction, Thriller",en,2009-09-04,6.1,no;virus;utopian;grim,Carriers
"Action, Drama",en,2016-08-01,7.0,accidental;leagues;fourth;shooting,Boyka: Undisputed IV
"Action, Adventure, Science Fiction",en,2009-10-10,5.8,"heating;""arks"";doomed.;around",2012
Romance,en,2021-07-06,3.3,"vanished,;sleeping;badly;lead",Why Women Cheat
"Animation, Comedy, Family, Music",en,2016-11-23,7.1,named;competition.;best;recruits,Sing
"Adventure, Action, Thriller, Science Fiction",en,2011-06-16,5.2,"intergalactic;human;centuries,;For",Green Lantern
"Action, Horror, Thriller",ko,2020-07-15,6.9,wastelands;post-apocalyptic;soldier;zombies,Peninsula
Comedy,en,2015-06-25,6.3,want;person;court;Ted,Ted 2
Drama,ja,1985-01-15,5.9,"deal;men,;students;trapped",High School Teacher: Maturing
"Action, Adventure, Fantasy",en,2017-05-30,7.3,grips;comes;forces;bring,Wonder Woman
"Action, Thriller, Crime",en,2022-03-04,4.7,hours;disgraced;off;twelve,A Day to Die
"Action, Adventure, Science Fiction",en,2021-03-12,4.2,Ford;late.;four;escalates,Cosmic Sin
"Adventure, Fantasy, Action",en,2007-05-19,7.2,Earth;believed;Will;seems.,Pirates of the Caribbean: At World's End
"Horror, Action, Fantasy",en,2010-01-21,5.8,lies;faith;bring;loses,Legion
"Animation, Comedy, Romance, Drama, Fantasy",ja,2019-06-15,8.4,"crush,;days;Fujisawa,;school.",Rascal Does Not Dream of a Dreaming Girl
"Family, Comedy, Adventure, Animation, Fantasy",en,2021-03-25,7.3,risks;Adventuring;rabbits;figure,Peter Rabbit 2: The Runaway
"Animation, Action, Science Fiction",ja,2013-03-30,6.8,"God;overlord;Super;Whis,",Dragon Ball Z: Battle of Gods
"Animation, Family, Fantasy, Comedy, Music, Adventure",en,2021-09-23,8.1,"pals;Ponies,;—;should",My Little Pony: A New Generation
Action,en,2021-01-08,6.3,races;pits;daring;powerful,Redemption Day
"Adventure, Action, Science Fiction",en,2012-01-19,6.1,island.;mission;Anderson;mythical,Journey 2: The Mysterious Island
"Drama, Comedy, Romance",en,2010-11-22,7.0,evolving;–;won't;pharmaceutical,Love & Other Drugs
"Fantasy, Drama, Romance, History",en,2022-01-21,7.4,further;XIV's;mermaid's;creature.,The King's Daughter
"Action, Comedy, Adventure",en,2018-05-10,7.5,Cable;evil;Wisecracking;life.,Deadpool 2
"Action, Crime, Thriller",en,2017-04-12,6.9,seduces;never;Dom;test,The Fate of the Furious
"Fantasy, Action",en,2008-07-01,6.3,repair;forced;heroics.;Hancock,Hancock
"Science Fiction, Adventure, Thriller",en,2014-11-19,6.8,mass;Katniss;autocratic;rebellion,The Hunger Games: Mockingjay - Part 1
"Animation, Action, Science Fiction",ja,1994-03-12,6.7,wounded;normal;Legendary;Earth,Dragon Ball Z: Broly – Second Coming
"Horror, Thriller",en,2013-07-18,7.5,farmhouse.;work;caught;Warren,The Conjuring
"Comedy, Romance",ko,2021-06-04,7.9,endures;Faced;lows;opportunities,Sweet & Sour
Drama,es,2021-11-12,4.0,Senegal.;several;accommodate;people:,The Belly of the Sea
"Action, Animation",ja,2020-11-27,3.5,SORD;train;matter;its,Grisaia: Phantom Trigger The Animation
"Adventure, Fantasy",en,2016-11-16,7.3,arrives;creatures;Magical;creatures,Fantastic Beasts and Where to Find Them
"Action, Drama, Horror, Science Fiction, Thriller",en,2013-06-20,6.8,perilous;escaping;go;zombies.,World War Z
"Animation, Music, Family",en,2021-08-20,7.3,overcoming;meets…Barbie!;performing;name,"Barbie: Big City, Big Dreams"
"Animation, Action, Adventure, Comedy, Family, Fantasy, Science Fiction",en,2021-06-20,6.9,discover;Titans;Cyborg;watch,Teen Titans Go! See Space Jam
"Action, Comedy",en,2021-07-15,6.7,resentful;problem;bouncer;furious,Jolt
"Animation, Family, Comedy, Fantasy",en,2020-10-23,6.9,"snowman;insightful,;untold;we",Once Upon a Snowman
Crime,es,2021-10-08,6.9,gets;hold;Nacho;Girona,Outlaws
"Animation, Action, Fantasy",en,2021-08-30,8.0,Kombat.;final;tournament;tournaments:,Mortal Kombat Legends: Battle of the Realms
"Action, Thriller",en,2021-06-11,6.2,Marine;stepfather's;former;--,Rogue Hostage
"Drama, Romance",en,2018-01-17,6.7,inextricable;shared;Grey;relaxes,Fifty Shades Freed
"Action, Science Fiction, Fantasy",en,2020-11-20,5.0,"balance.;Every;years,;mankind",Jiu Jitsu
"Action, Thriller, Crime",en,2009-04-16,6.0,indestructible;Chinese;heart;battery-powered,Crank: High Voltage
"Adventure, Fantasy, Action",en,2001-12-18,8.4,sure;leave;protect;inheriting,The Lord of the Rings: The Fellowship of the Ring
"Animation, Family, Adventure",en,1998-06-18,7.9,"Chinese;--;win;Mushu,",Mulan
"Adventure, Fantasy, Action",en,2011-04-21,6.8,Against;among;reignites;hero,Thor
"Comedy, Drama, Romance",en,2008-05-12,6.6,writer;best;Mr.;girlfriends,Sex and the City
Thriller,en,2021-07-30,6.4,break;home;artwork.;invaders,Masquerade
"Animation, Family, Fantasy",en,1989-11-17,7.4,puts;line;chance;impetuous,The Little Mermaid
"Comedy, Romance",es,2021-07-30,6.8,how;sex;Multiple;relationships,More the Merrier
Horror,es,2021-05-05,6.2,"brave;knowing;journalist,;Carmen,",The Exorcism of Carmen Farias
"Action, Horror, Thriller",ko,2016-07-20,7.8,"Busan,;express;off;Korea",Train to Busan
"Animation, Family, Adventure, Fantasy",en,2013-11-20,7.3,"Anna;dreams;journey;courage,",Frozen
"Animation, Fantasy, Action",ja,2012-07-28,7.6,Fox's;behind;ago;living,Naruto Shippuden the Movie: Road to Ninja
"Action, Science Fiction, Adventure",en,2010-07-15,8.4,task;target's;thief;subconscious.,Inception
"Crime, Thriller",en,2021-02-27,8.1,forward;18th;basement;could,Girl in the Basement
"Comedy, Romance, Drama",en,2009-06-01,7.1,put-upon;learns;her.;losing,The Proposal
"Animation, Adventure, Action, Fantasy",ja,2020-02-01,7.6,"request;receiving;Slayer;Fencer,",Goblin Slayer: Goblin's Crown
"Family, Fantasy, Animation, Romance",en,1950-02-22,7.0,faith;Godmother's;Royal;key,Cinderella
Horror,es,2021-10-21,7.0,hand;no;things;forces,El amarre
Comedy,en,2009-06-02,7.3,three;seem;time.;hangover,The Hangover
"Adventure, Comedy, Family, Fantasy",en,2005-07-13,7.0,"boy;tour;factory;world,",Charlie and the Chocolate Factory
"Action, Adventure, Science Fiction",en,2018-06-06,6.6,Claire;eruption;dinosaurs;remaining,Jurassic World: Fallen Kingdom
"Thriller, Action, Crime",en,2017-02-08,7.3,blood;retirement;Wick;former,John Wick: Chapter 2
"Comedy, Family",es,2021-12-17,7.5,"modern,;turns;now;parents.",Mamá o papá
"Family, Adventure, Animation, Comedy, Fantasy, Drama",en,2019-06-19,7.6,Woody;toy.;reluctant;alongside,Toy Story 4
"Fantasy, Drama, Romance",en,2008-11-20,6.3,move;town;endangers;away,Twilight
"Crime, Comedy, Action, Adventure",en,2014-12-13,7.6,unrefined;street;global;recruits,Kingsman: The Secret Service
"Drama, Crime",en,2021-11-24,7.6,serving;released;violent;sentence,The Unforgivable
"Action, Science Fiction, Adventure",en,2013-07-11,6.8,rising;band;creatures;hope,Pacific Rim
"Family, Animation",en,2020-09-10,7.0,things;relative;steals;royal,PAW Patrol: Jet To The Rescue
"Drama, Romance",en,1997-11-18,7.9,voyage—on;aboard;tells;Fabrizio,Titanic
"Adventure, Fantasy, Action",en,2012-11-26,7.3,"swept;life,;Gandalf;mountain",The Hobbit: An Unexpected Journey
"Horror, Thriller",en,2016-06-08,7.3,travel;north;Warren;children,The Conjuring 2
"Comedy, Romance",it,2022-01-05,6.2,combinations.;different;rom-com;challenging,Four to Dinner
"Action, Thriller",en,2016-10-19,5.9,ex-investigator;Turner;challenging;Major,Jack Reacher: Never Go Back
"Adventure, Action, Science Fiction, Thriller",en,2022-06-08,0.0,"dinosaurs;beings;apex;all,",Jurassic World Dominion
Crime,fi,2021-10-27,6.9,without.;Lasse;circulating;better,Bordertown: The Mural Murders
"Action, Thriller",en,2021-06-03,5.5,"criminal;caught;thieves,;Richard",The Misfits
"Drama, Science Fiction, Thriller",en,2021-06-09,6.0,"ex-soldier;past,;mind.;sudden",Awake
"Thriller, Drama, Crime",hi,2021-11-19,7.2,call;gets;anchor;comeback,Dhamaka
Drama,en,1999-10-15,8.4,"on,;insomniac;channel;primal",Fight Club
"Adventure, Family, Animation",en,2019-07-12,7.1,newfound;exile.;former;Simba,The Lion King
"Thriller, Horror, Mystery",en,2021-09-01,7.0,discovers;fact;realities;dreams,Malignant
"Action, Adventure, Drama, Family",en,2010-06-10,6.5,kung;China.;career;Dre,The Karate Kid
"Action, Science Fiction, Fantasy",en,2022-03-30,0.0,gamble.;remedy;Dangerously;radical,Morbius
"Comedy, Family, Romance",es,2022-02-09,4.0,"Everything;there;changes;party,",¡Qué Despadre!
"Horror, Thriller",en,2021-01-26,6.0,Appalachian;inhabited;course—and;dwellers,Wrong Turn
"Action, Adventure, Science Fiction, Fantasy, Drama",en,2023-06-23,0.0,"mother,;disrupts;murder;travels",The Flash
"Action, Adventure, Science Fiction",en,2018-02-13,7.4,"Black;kings,;Using;Nakia,",Black Panther
"Animation, Drama",ja,2016-09-17,8.4,starts;late...?;class;elementary,A Silent Voice: The Movie
"Animation, Family",en,2003-05-30,7.8,"worrisome;unexpectedly;clownfish,;hypnotic",Finding Nemo
"Thriller, Action",en,2014-12-16,6.2,justice.;home.;savvy;brand,Taken 3
"Adventure, Fantasy, Action",en,2003-12-01,8.5,other;lord's;forces.;ancient,The Lord of the Rings: The Return of the King
Horror,en,2003-05-21,6.2,"psychopathic;five;hitchhiker,;traumatized",The Texas Chainsaw Massacre
"Animation, Family, Comedy",en,2021-07-30,7.6,named;music-loving;journey;embarks,Vivo
"Animation, Action",en,2020-10-13,7.2,Batman's;tracks;1988;Tragedy,Batman: Death in the Family
"Animation, Drama, Fantasy, Romance",ja,2019-06-19,8.1,island;rainy;summer;magazine.,Weathering with You
"Action, Adventure, Animation, Family",en,2004-10-27,7.7,formerly;Bob;suburbia.;children,The Incredibles
Comedy,en,2021-03-04,6.6,set;savvy;knew;again.,Coming 2 America
Comedy,fr,2021-09-15,6.3,"work,;billionaire;decides;lesson.",Spoiled Brats
"Action, Science Fiction, Adventure",en,2008-04-30,7.6,unique;suit;evil.;fight,Iron Man
Thriller,en,2021-08-16,6.1,existence;monstrous;tooth;lost,Plan A
"Horror, Thriller, Mystery",en,2021-07-01,6.8,"locked;they've;rooms,;played",Escape Room: Tournament of Champions
"Science Fiction, Action, Fantasy",en,1997-06-20,4.3,Poison;Robin;issues;preventing,Batman & Robin
"Action, Fantasy, Horror",en,2012-06-20,5.7,"passion;President;creature,;killed",Abraham Lincoln: Vampire Hunter
"Action, Adventure, Science Fiction, Thriller",en,2015-06-06,6.7,Twenty-two;Jurassic;functioning;John,Jurassic World
Documentary,en,2017-03-28,5.5,"off;misogyny,;stars;cover",After Porn Ends 2
"Action, Adventure, Drama",ja,2021-04-23,7.9,Yukishiro;strongest;Enishi;who've,Rurouni Kenshin: The Final
"Thriller, Animation, Action, Comedy, Horror, Mystery",ja,2011-07-30,7.2,uses;innocence.;criminal;Naruto,Naruto Shippuden the Movie: Blood Prison
"Action, Comedy, Thriller, Horror",no,2021-07-30,6.7,unexpected;anything;under;visitors,The Trip
Comedy,en,2010-06-24,6.3,passes;coach;Fourth;reunite,Grown Ups
"Animation, Action, Science Fiction",ja,1994-07-09,5.8,her.;Little;personal;island,Dragon Ball Z: Bio-Broly
"Adventure, Action, Fantasy",en,2017-05-23,6.6,"seeking;beautiful;Salazar,;legendary",Pirates of the Caribbean: Dead Men Tell No Tales
"Animation, Comedy, Family, Adventure",en,2009-06-26,6.7,none-too-friendly;our;changing;crafty,Ice Age: Dawn of the Dinosaurs
Drama,en,2021-02-25,4.2,outrun;how;share;centurion.,The Penitent Thief
"Animation, Adventure",ja,2020-12-25,7.3,Pokémon;Great;Mythical;though,Pokémon the Movie: Secrets of the Jungle
"Mystery, Adventure, Comedy",en,2002-06-14,6.0,"until;show;Mystery;invited,",Scooby-Doo
"Animation, Family",en,2010-11-24,7.6,looking;super-cop;curious;strikes,Tangled
"Action, Adventure, Science Fiction",en,2013-04-18,6.9,terrorist;called;apart;Tony,Iron Man 3
"Action, Adventure, Fantasy",en,2010-06-30,4.7,line;Fire;ways;long,The Last Airbender
"Western, Action",en,2021-09-10,5.8,Jed;father;mission;kidnapped,Catch the Bullet
"Adventure, Comedy, Fantasy",en,2019-12-04,7.0,return;world’s;gang;discover,Jumanji: The Next Level
"Drama, Romance",en,2017-02-08,6.5,begin;give;shadowy;trust,Fifty Shades Darker
"Animation, Family, Comedy, Music, Fantasy",en,2021-08-20,7.8,descendants;travel;move;discover,The Loud House Movie
"Drama, Romance",ko,2020-07-06,7.3,relationship;than;Korea.;my,The Secret to Be Told: Relationship With My Aunt
"Drama, Comedy",es,2021-10-05,6.1,cosmos.;friend;sperm;comedian,This Is Not a Comedy
"Horror, Mystery",en,2021-06-28,6.8,series;teen;centuries.;town,Fear Street: 1994
"Action, Adventure, Fantasy, Science Fiction",en,2017-11-15,6.1,restored;Superman's;team;metahumans,Justice League
"Action, Adventure, Animation, Family",en,2018-06-14,7.5,"challenge;greatest;children.;day,",Incredibles 2
"Science Fiction, Adventure, Action",en,2018-03-28,7.6,system;contest;creator;popular,Ready Player One
"Fantasy, Adventure",en,2022-04-07,0.0,Lines;loyalty;even;increasingly,Fantastic Beasts: The Secrets of Dumbledore
"Animation, Family",en,2021-12-09,7.4,visiting;Year's;tries;Charlie,Snoopy Presents: For Auld Lang Syne
Comedy,en,2000-07-07,6.3,pile;stalked;familiar-looking;laughs,Scary Movie
"Horror, Thriller, Mystery",en,2021-09-29,6.0,An;escape.;can't;dream,No One Gets Out Alive
"Adventure, Drama, Science Fiction",en,2014-11-05,8.4,conquer;travel;interstellar;human,Interstellar
"Animation, Family, Action, Comedy, Science Fiction, Fantasy",en,2017-02-08,7.2,plan;sidekick.;suspects;orphan,The Lego Batman Movie
"Action, Adventure, Fantasy",en,2019-05-03,7.0,seeks;monsters;boy;do,Pokémon Detective Pikachu
Action,en,2021-09-10,6.7,hours;criminal;ruthless;daughter,Kate
"Adventure, Family, Fantasy",en,2005-12-07,7.1,"wardrobe;Lucy,;White;There,","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
"Comedy, Family",en,1998-07-28,7.1,switch;James;girls;identical,The Parent Trap
"Romance, Family, Animation, Fantasy",en,1991-10-22,7.7,herself;With;within.;turned,Beauty and the Beast
"Animation, Adventure",en,2019-04-18,7.9,helpful;perils;Celestial;An,The Pilgrim's Progress
"Action, Adventure, Fantasy",en,2013-10-30,6.6,Jane;led;personal;plunge,Thor: The Dark World
